alpha,beta,gamma,objective_total_cost,obj_investment,obj_V_index,obj_Power_loss,pv_bus_1,pv_bus_2,pv_bus_3,pv_bus_4,pv_bus_5,pv_bus_6,pv_bus_7,pv_bus_8,pv_bus_9,pv_bus_10,pv_bus_11,pv_bus_12,pv_bus_13,pv_bus_14,pv_bus_15,pv_bus_16,pv_bus_17,pv_bus_18
0.05,80000.0,29999.99999999998,-574828.2502152977,118000.44570331498,8.419679409654453,3.0948693423964193,1760.5781423144063,1757.5847573923488,1733.8883933743662,1609.6798193696864,1369.2743055210176,1524.3838190263175,10000.00009999911,1528.4333045977862,1753.4401472993118,1954.2821538665826,2110.5880882003485,2042.663209867934,2257.57313513096,2329.023012792936,2297.757133411592,4062.9228337440236,1329.0114512807047,1332.7008679246962
0.05,85000.0,19999.999999999996,-745773.7034176583,321226.95060721657,9.021671193343362,0.2503500243083447,4.866416734102675e-5,2.6000797369810287,10000.000097137718,10000.000098461082,10000.000099213978,10000.000099183982,10000.000098934695,10000.00009898122,1943.5774102627163,9999.999968555781,10000.000084783922,4430.876236310854,10000.000092523016,5928.876610626046,10000.000088644589,4070.571435015215,10.07311719301384,0.0005427335909301875
0.05,90000.0,9999.999999999987,-794255.7412037574,273128.85598456964,9.027632461479069,0.45747375301307724,2.783155360694923e-5,3.270697709326156e-5,6345.324778802779,10000.000095728688,10000.000098515644,10000.000098312323,10000.00009508536,10000.000095526982,5.1556952357318515,1880.504815497916,7503.561224904222,6130.317311004714,10000.000090545445,4763.353735448878,10000.00008285623,2331.512092316939,2.960497115897868e-5,2.9266562317264527e-5
0.05,95000.0,0.0,-849173.3214550527,182904.75531559484,9.034932202324555,3.3212525174199836,2.9752053448561555e-5,2.6341496226708332e-5,7.670149690821146,9877.603370437473,10000.000097443151,10000.000096630009,8413.573455751342,9582.75473305739,4.08546555917581,1579.6422638534566,28.698205841184084,637.7791153469182,10000.000082147008,1088.5044787816048,4255.761846582484,793.7653818662607,4.145579718335631e-5,4.192428771926284e-5
0.1,0.0,180000.0,36886.16167664608,368861.93994122575,8.266451726079529,-1.7954153608801728e-7,7988.72574662812,10000.000045038756,10000.000084587284,10000.000089635354,10000.000094157731,10000.000093842647,10000.000092616407,10000.000093291248,9999.99992372939,9999.999798471452,4399.38336555865,2296.310889302248,9638.494503638658,5784.989109370603,9999.999623668955,3515.753243650611,0.009483326587266331,21.96413297289957
0.1,5000.0,170000.0,-7865.667992373859,369084.52142669546,8.954817922620215,-1.7954083709339292e-7,5110.36358630046,10000.000064348242,10000.000088978151,10000.000092524633,10000.00009572333,10000.000095552732,10000.000094785042,10000.000095320811,10000.000037863114,9999.999932311262,6092.2733010250895,2657.0781152508725,9999.99974122126,5766.874028023718,9999.999872288836,3914.44561013389,185.23729364375103,0.003733942281802601
0.1,10000.0,160000.0,-52649.752012491335,369383.26461804844,8.958804974789151,-1.7954002972052284e-7,3861.2653666169663,10000.000074356245,10000.000091651738,10000.00009431302,10000.000096736885,10000.000096626964,10000.000096090245,10000.000096515327,10000.000063841428,9999.999989136724,8003.38582820302,3036.7932299202653,9999.99994964656,5172.887065091504,9999.999961098836,3574.9430819375184,185.23734705430888,0.0036371220777318657
0.1,15000.0,150000.0,-97390.11882953631,369738.5700665497,8.957596593688463,-1.7953909466465985e-7,2972.2376993102957,10000.000080450149,10000.000093440696,10000.000095522677,10000.000097427179,10000.000097351269,10000.000096953037,10000.000097296168,10000.000075309215,10000.000020216552,9999.979585269086,2972.664460199579,10000.000009118776,4695.90431610098,10000.000003375226,3308.143193629909,0.0016909931605535943,14.318312148269644
0.1,20000.0,140000.0,-142164.69646150243,370020.6429504987,8.958336781061718,-1.7953798699601268e-7,2878.6715807726255,10000.000084596984,10000.00009473125,10000.000096399901,10000.000097930024,10000.000097875305,10000.000097569473,10000.000097849399,10000.000081831924,10000.000050430968,9999.999943696821,3036.464342962964,10000.000044201393,4763.384183416195,10000.000030587915,3372.6094287488913,0.0016548160422444646,14.318335965511189
0.1,25000.0,130000.0,-186982.01878869513,370355.30348395044,8.960701031893269,-1.7953659731338239e-7,2803.519474610734,10000.000087596967,10000.000095704085,10000.000097063683,10000.000098311395,10000.000098270697,10000.000098030061,10000.000098260509,10000.000086038386,10000.000065444983,10000.000026890892,3101.4495648428356,10000.000061339839,4830.684270143106,10000.000047558484,3436.025290584603,15.022317661642967,0.002282498723914687
